,gender,ocp_cd,age,kp_txn_amt,cc_txn_amt
20613,2,5.0,4,5179100,258600.0
20614,2,3.0,4,3758000,23200.0
20615,2,9.0,3,91200,0.0
20616,1,3.0,3,380000,26800.0
20617,1,3.0,5,1609800,30200.0
20618,1,9.0,3,1589900,0.0
20619,1,9.0,5,1525000,95000.0
20620,2,3.0,4,1042300,110300.0
20621,2,9.0,4,2277100,67600.0
20622,2,3.0,4,867100,43200.0
20623,2,3.0,3,382400,35500.0
20624,1,3.0,3,2683500,13600.0
20625,2,9.0,4,11800,15100.0
20626,2,9.0,3,218900,19400.0
20627,1,9.0,4,2414200,33000.0
20628,1,9.0,4,668900,71000.0
20629,1,3.0,4,4881300,40100.0
20630,1,3.0,3,190600,35300.0
20631,1,9.0,3,183700,25400.0
20632,2,3.0,4,19700,2800.0
20633,2,9.0,3,135900,7500.0
20634,1,3.0,3,212800,5900.0
20635,1,3.0,3,229600,0.0
20636,1,4.0,3,8371800,0.0
20637,1,3.0,3,217300,0.0
20638,2,13.0,5,280700,0.0
20639,2,9.0,4,293900,17600.0
20640,2,9.0,4,186800,2500.0
20641,1,9.0,4,484200,44700.0
20642,1,7.0,3,87500,22800.0
20643,2,3.0,3,287100,4800.0
20644,2,3.0,2,49900,6000.0
20645,1,3.0,4,768100,0.0
20646,1,9.0,3,94600,0.0
20647,2,3.0,5,4986000,82100.0
20648,1,4.0,5,10851200,851700.0
20649,1,9.0,3,161700,3100.0
20650,2,9.0,4,1917700,159800.0
20651,1,9.0,3,428600,52700.0
20652,2,9.0,3,406400,0.0
20653,1,3.0,3,1278900,28300.0
20654,2,3.0,6,1699400,15900.0
20655,1,9.0,4,593100,57800.0
20656,2,9.0,3,337100,39000.0
20657,2,3.0,4,75000,0.0
20658,1,3.0,3,104000,8200.0
20659,1,4.0,4,4301100,70000.0
20660,1,1.0,3,19500,0.0
20661,1,4.0,5,140100,13600.0
20662,2,3.0,3,428500,44600.0
20663,1,3.0,3,2900,0.0
20664,1,3.0,4,645300,44900.0
20665,2,9.0,4,340900,30600.0
20666,2,9.0,5,346200,9000.0
20667,1,9.0,3,919300,29000.0
20668,2,3.0,3,490700,35300.0
20669,1,9.0,4,80400,4600.0
20670,2,9.0,3,779100,26300.0
20671,1,3.0,6,6714200,308500.0
20672,1,3.0,3,193400,1500.0
20673,1,3.0,4,50500,0.0
20674,2,3.0,3,194600,16600.0
20675,1,9.0,3,1234900,110900.0
20676,2,3.0,5,2000,0.0
20677,1,9.0,3,1151500,34000.0
20678,1,3.0,5,20000,3000.0
20679,2,9.0,3,307800,0.0
20680,2,9.0,4,755800,1500.0
20681,1,3.0,4,1308800,193000.0
20682,1,3.0,4,2603900,18700.0
20683,2,9.0,3,333400,36700.0
20684,2,3.0,3,111500,0.0
20685,2,9.0,3,97600,0.0
20686,2,3.0,3,1661700,70700.0
20687,1,3.0,5,24100,0.0
20688,1,9.0,3,918500,49200.0
20689,1,3.0,4,6000,0.0
20690,2,9.0,4,2632400,14700.0
20691,1,9.0,3,65700,0.0
20692,2,3.0,3,64900,6700.0
20693,2,9.0,4,427500,34000.0
20694,1,3.0,3,274300,34800.0
20695,1,3.0,3,5266400,23000.0
20696,2,9.0,4,1033000,1000.0
20697,1,3.0,4,70400,0.0
20698,1,9.0,5,130400,3500.0
20699,2,9.0,4,1100700,10000.0
20700,1,3.0,3,126300,12200.0
20701,1,9.0,4,407700,27300.0
20702,1,13.0,4,66300,2700.0
20703,2,9.0,3,821900,78700.0
20704,1,3.0,5,279600,0.0
20705,1,3.0,3,158400,3800.0
20706,1,3.0,3,353700,0.0
20707,1,9.0,3,1577100,15000.0
20708,2,9.0,3,115700,12500.0
20709,1,9.0,3,33200,12000.0
20710,1,3.0,4,117900,0.0
20711,1,3.0,4,42800,0.0
20712,2,3.0,3,8951000,123700.0
20713,1,9.0,3,3830600,29300.0
20714,1,9.0,4,502000,14700.0
20715,1,12.0,3,2217400,83200.0
20716,1,9.0,4,784200,8000.0
20717,1,3.0,4,1156100,96100.0
20718,1,9.0,4,4600,1800.0
20719,1,2.0,3,387400,12600.0
20720,2,3.0,3,149500,0.0
20721,1,3.0,3,347700,0.0
20722,2,3.0,4,288300,21600.0
20723,2,9.0,4,531800,0.0
20724,1,3.0,3,6800,0.0
20725,2,3.0,3,830700,0.0
20726,2,3.0,4,104600,0.0
20727,2,9.0,3,500000,0.0
20728,1,9.0,3,333400,2000.0
20729,1,3.0,3,1570600,108900.0
20730,2,3.0,4,309300,1200.0
20731,1,3.0,5,457300,47000.0
20732,1,9.0,4,268300,34200.0
20733,1,9.0,4,143200,24200.0
20734,1,4.0,5,11554500,466000.0
20735,1,3.0,5,1060600,177700.0
20736,2,7.0,3,261200,3100.0
20737,2,3.0,3,446900,33700.0
20738,2,3.0,4,255600,4500.0
20739,2,3.0,4,119500,11000.0
20740,2,9.0,5,186600,10000.0
20741,1,3.0,2,187500,0.0
20742,2,3.0,4,260900,19000.0
20743,2,9.0,4,114400,17600.0
20744,1,9.0,5,77200,0.0
20745,1,3.0,4,1806000,29600.0
20746,1,3.0,4,761200,238500.0
20747,1,9.0,5,10900,0.0
20748,2,9.0,4,219500,17000.0
20749,2,9.0,5,440600,29000.0
20750,1,3.0,4,260800,2200.0
20751,2,9.0,3,636300,26400.0
20752,1,9.0,3,348900,18300.0
20753,2,3.0,3,306600,1800.0
20754,2,9.0,4,3075000,85200.0
20755,2,9.0,3,106500,4100.0
20756,2,9.0,4,140300,45200.0
20757,1,3.0,3,181800,0.0
20758,2,3.0,3,148800,0.0
20759,2,9.0,4,1407300,17400.0
20760,2,9.0,3,50500,2100.0
20761,1,3.0,5,9800,0.0
20762,1,9.0,4,198000,8100.0
20763,2,3.0,4,86700,0.0
20764,2,3.0,4,350100,0.0
20765,1,3.0,5,48600,0.0
20766,2,9.0,3,294400,34600.0
20767,2,3.0,4,732400,73500.0
20768,1,2.0,3,343600,60700.0
20769,2,3.0,3,383000,19400.0
20770,2,3.0,2,180100,17300.0
20771,2,3.0,5,12011500,149800.0
20772,1,3.0,3,935200,0.0
20773,1,9.0,3,95600,8200.0
20774,1,9.0,3,434700,14200.0
20775,2,1.0,5,152200,0.0
20776,1,3.0,4,1398400,105900.0
20777,1,9.0,5,4800,0.0
20778,1,3.0,3,189400,16200.0
20779,2,3.0,3,598700,8100.0
20780,1,3.0,5,868200,5200.0
20781,2,3.0,3,849600,31300.0
20782,1,9.0,4,86800,0.0
20783,2,3.0,3,347200,60000.0
20784,2,3.0,3,178200,43000.0
20785,1,3.0,4,858900,83100.0
20786,2,3.0,4,463700,39000.0
20787,1,3.0,3,73800,0.0
20788,1,3.0,4,1933800,0.0
20789,1,3.0,4,100100,500.0
20790,1,4.0,6,35009800,2361100.0
20791,2,3.0,4,184700,20800.0
20792,1,9.0,5,505600,0.0
20793,2,3.0,5,1127100,43500.0
20794,2,1.0,5,66000,8500.0
20795,1,3.0,4,411600,43200.0
20796,2,1.0,4,431400,27300.0
20797,1,3.0,4,621300,50900.0
20798,1,3.0,4,66300,0.0
20799,1,9.0,4,993200,0.0
20800,1,9.0,5,518300,28900.0
20801,1,3.0,5,504300,57400.0
20802,1,3.0,3,231800,9400.0
20803,1,9.0,4,726800,0.0
20804,2,3.0,4,183400,22700.0
20805,1,9.0,4,284400,0.0
20806,2,9.0,5,979900,0.0
20807,2,9.0,4,14100,1500.0
20808,1,3.0,4,2799600,0.0
20809,1,3.0,3,724600,0.0
20810,2,3.0,4,3330700,113400.0
20811,1,3.0,3,40400,4500.0
20812,2,3.0,4,1559700,66700.0
20813,1,9.0,3,3922900,18300.0
20814,2,1.0,6,96400,34700.0
20815,1,3.0,3,101700,1000.0
20816,2,9.0,3,111700,14200.0
20817,1,2.0,4,30000,0.0
20818,1,9.0,3,278400,22600.0
20819,1,9.0,4,19300,3100.0
20820,2,3.0,3,510600,4800.0
20821,1,3.0,5,300800,6700.0
20822,2,3.0,6,50000,0.0
20823,1,3.0,4,297600,33200.0
20824,2,3.0,2,291000,4100.0
20825,2,3.0,3,142400,25400.0
20826,2,3.0,4,588700,19900.0
20827,1,3.0,3,1976200,41500.0
20828,2,3.0,3,396300,0.0
20829,2,3.0,4,1800,0.0
20830,1,3.0,4,2507400,46200.0
20831,2,9.0,3,96800,17700.0
20832,2,3.0,4,908600,57900.0
20833,2,9.0,4,5055000,127800.0
20834,1,3.0,2,63800,3200.0
20835,1,9.0,3,1232400,47100.0
20836,1,4.0,4,5339700,256600.0
20837,2,3.0,3,2042600,204700.0
20838,2,3.0,4,835200,2700.0
20839,1,3.0,4,2897600,0.0
20840,2,9.0,3,2187900,19900.0
20841,2,9.0,4,1901200,0.0
20842,1,9.0,3,1018700,53800.0
20843,1,3.0,5,733100,82100.0
20844,1,3.0,2,281400,21600.0
20845,1,3.0,4,166700,8000.0
20846,2,3.0,5,1551800,121500.0
20847,2,9.0,4,34500,2100.0
20848,2,9.0,3,730000,26500.0
20849,1,3.0,5,167000,0.0
20850,2,9.0,3,46300,9400.0
20851,2,9.0,5,1239100,335000.0
20852,1,4.0,6,657700,25200.0
20853,1,7.0,3,764700,40500.0
20854,2,3.0,5,4691800,14000.0
20855,1,9.0,5,54300,0.0
20856,1,9.0,5,987000,11100.0
20857,1,3.0,4,4275600,28000.0
20858,2,3.0,4,457900,16900.0
20859,2,3.0,3,445800,22200.0
20860,1,9.0,4,558300,19100.0
20861,2,9.0,3,112500,16300.0
20862,1,9.0,4,17413800,47000.0
20863,1,3.0,3,16537500,369500.0
20864,2,9.0,3,50600,17400.0
20865,2,3.0,3,210500,21000.0
20866,1,3.0,5,674500,23900.0
20867,2,9.0,3,238800,0.0
20868,1,3.0,5,304600,72900.0
20869,1,9.0,3,118300,46300.0
20870,2,3.0,4,609400,34600.0
20871,2,3.0,5,5052000,110900.0
20872,2,3.0,3,178800,0.0
20873,1,3.0,5,233900,0.0
20874,2,9.0,3,153200,20400.0
20875,2,3.0,4,179600,0.0
20876,2,3.0,4,210100,34000.0
20877,2,3.0,3,87900,0.0
20878,2,9.0,3,87500,11000.0
20879,2,9.0,3,236300,42300.0
20880,2,3.0,3,312400,37700.0
20881,1,3.0,4,19271800,81400.0
20882,2,3.0,3,2191900,37200.0
20883,1,9.0,5,118500,55000.0
20884,1,9.0,3,1097000,34500.0
20885,2,3.0,4,106100,0.0
20886,2,9.0,4,925600,10800.0
20887,2,9.0,3,604300,36600.0
20888,2,3.0,3,50100,9000.0
20889,2,4.0,4,654000,125200.0
20890,2,3.0,5,52600,13500.0
20891,1,3.0,4,1253500,7800.0
20892,2,4.0,4,4632700,199200.0
20893,1,9.0,3,193000,11000.0
20894,2,9.0,4,1189700,26400.0
20895,2,9.0,4,354000,9000.0
20896,1,3.0,6,2240000,0.0
20897,1,9.0,6,867300,191100.0
20898,1,3.0,3,1852500,96800.0
20899,1,9.0,4,950800,58200.0
20900,2,3.0,3,472400,9100.0
20901,2,3.0,3,59300,0.0
20902,2,3.0,3,954900,0.0
20903,1,9.0,3,127400,2600.0
20904,2,3.0,3,616400,37300.0
20905,2,9.0,2,258800,18200.0
20906,1,3.0,4,125900,100.0
20907,1,3.0,4,234000,0.0
20908,2,3.0,4,508200,97400.0
20909,2,3.0,5,375000,3800.0
20910,2,3.0,5,25800,0.0
20911,2,9.0,3,1086000,205900.0
20912,2,9.0,4,584200,78700.0
20913,2,3.0,3,205300,19300.0
20914,1,3.0,3,5162400,59700.0
20915,1,9.0,4,17100,0.0
20916,2,3.0,4,211900,29500.0
20917,2,9.0,3,2220900,213900.0
20918,2,9.0,3,480100,19800.0
20919,2,9.0,3,218900,17600.0
20920,2,3.0,4,139500,6900.0
20921,1,6.0,2,107400,0.0
20922,1,3.0,4,605900,50300.0
20923,1,3.0,3,79300,28900.0
20924,1,9.0,3,107700,23000.0
20925,1,9.0,4,811400,6700.0
20926,2,9.0,3,185500,24000.0
20927,2,3.0,4,45600,0.0
20928,2,9.0,4,251400,20400.0
20929,2,3.0,3,48800,0.0
20930,2,9.0,3,289600,0.0
20931,1,3.0,5,5759000,279100.0
20932,1,3.0,5,84600,0.0
20933,2,9.0,3,200,0.0
20934,2,9.0,3,267100,18200.0
20935,1,9.0,5,705700,21200.0
20936,2,9.0,3,688300,12300.0
20937,2,9.0,3,124100,1700.0
20938,1,9.0,4,39000,10000.0
20939,2,3.0,4,212700,18000.0
20940,2,3.0,4,304000,10500.0
20941,2,2.0,4,1400,0.0
20942,1,3.0,4,452800,45400.0
20943,1,3.0,4,714900,9000.0
20944,1,3.0,3,244200,0.0
20945,1,9.0,5,817200,6100.0
20946,1,3.0,4,98700,7100.0
20947,2,3.0,3,2352900,235100.0
20948,1,9.0,4,51200,0.0
20949,2,9.0,3,616800,5400.0
20950,2,1.0,5,32400,27800.0
20951,2,3.0,3,2200,8000.0
20952,1,3.0,5,299800,0.0
20953,2,9.0,4,508400,49100.0
20954,1,3.0,3,140900,16800.0
20955,2,3.0,4,178100,23100.0
20956,1,9.0,4,2200,0.0
20957,2,3.0,4,650300,10300.0
20958,2,9.0,4,3530200,79000.0
20959,1,3.0,3,772400,77400.0
20960,1,3.0,4,169400,35400.0
20961,1,3.0,4,27600,0.0
20962,2,3.0,4,97400,3500.0
20963,1,9.0,4,497700,24100.0
20964,1,9.0,4,139800,14900.0
20965,1,9.0,4,84000,0.0
20966,2,3.0,4,859400,21400.0
20967,1,9.0,4,1387300,51100.0
20968,2,3.0,2,553000,0.0
20969,2,9.0,5,222300,5500.0
20970,2,3.0,3,1038900,55900.0
20971,2,3.0,2,11700,8000.0
20972,2,9.0,5,1000,0.0
20973,2,3.0,5,4200,0.0
20974,2,3.0,4,179800,13000.0
20975,1,6.0,2,100200,20800.0
20976,2,9.0,3,122100,0.0
20977,1,3.0,3,174200,0.0
20978,2,3.0,4,51300,7300.0
20979,2,3.0,4,30200,500.0
20980,1,3.0,5,389800,60200.0
20981,1,3.0,5,689600,10000.0
20982,1,9.0,3,70400,2400.0
20983,2,9.0,4,965400,28500.0
20984,2,9.0,5,1876600,0.0
20985,2,9.0,4,375000,0.0
20986,2,3.0,4,935400,0.0
20987,2,9.0,4,168500,38700.0
20988,2,9.0,4,910900,41000.0
20989,2,9.0,4,1778500,53100.0
20990,2,9.0,4,33400,1100.0
20991,2,4.0,6,1707600,0.0
20992,1,5.0,6,1879800,26300.0
20993,2,3.0,4,754200,10000.0
20994,2,3.0,3,448000,71800.0
20995,2,9.0,5,321600,2800.0
20996,2,9.0,3,846900,22500.0
20997,1,3.0,4,2745100,91100.0
20998,1,9.0,4,56900,2100.0
20999,2,2.0,6,248900,15000.0
21000,2,9.0,4,65500,25700.0
21001,1,9.0,3,122900,34600.0
21002,1,3.0,4,124300,0.0
21003,2,9.0,5,2133800,29400.0
21004,2,3.0,4,380400,39300.0
21005,2,9.0,4,67800,0.0
21006,2,4.0,4,5634700,59200.0
21007,1,3.0,3,589000,0.0
21008,2,9.0,4,2039900,149900.0
21009,2,1.0,4,1631400,28100.0
21010,1,9.0,3,805000,53300.0
21011,1,3.0,4,406000,20500.0
21012,1,3.0,3,126500,20900.0
21013,1,9.0,4,1163900,89500.0
21014,2,9.0,5,83400,0.0
21015,1,9.0,3,320800,21200.0
21016,2,3.0,4,261100,30000.0
21017,1,9.0,4,49600,0.0
21018,1,9.0,3,22400,17900.0
21019,1,9.0,4,232800,12300.0
21020,2,3.0,3,1002600,47500.0
21021,1,9.0,5,215300,8100.0
21022,1,9.0,5,170100,30700.0
21023,2,4.0,5,3461600,18300.0
21024,2,9.0,5,6797500,950500.0
21025,1,3.0,4,547200,29000.0
21026,1,3.0,5,1573700,77200.0
21027,2,3.0,5,1978200,163800.0
21028,1,9.0,4,1655600,185300.0
21029,2,9.0,3,439400,48300.0
21030,1,3.0,4,629100,800.0
21031,2,9.0,4,40300,500.0
21032,1,3.0,3,5665300,166000.0
21033,1,9.0,4,76700,0.0
21034,2,9.0,3,297200,39800.0
21035,2,3.0,4,189900,14000.0
21036,1,3.0,4,459600,29700.0
21037,2,9.0,2,232300,43100.0
21038,2,9.0,3,453600,37700.0
21039,1,3.0,2,666000,700.0
21040,1,9.0,4,200700,23500.0
21041,1,9.0,4,819000,32400.0
21042,1,9.0,3,2916800,14000.0
21043,2,3.0,4,63900,0.0
21044,2,3.0,3,1609300,23300.0
21045,2,7.0,3,1845900,74400.0
21046,1,3.0,4,4132700,88100.0
21047,2,9.0,4,664000,0.0
21048,1,9.0,3,18800,0.0
21049,2,9.0,3,188400,0.0
21050,1,9.0,5,89000,35200.0
21051,1,3.0,4,14408800,455200.0
21052,1,3.0,5,169400,81000.0
21053,1,9.0,3,2368300,106600.0
21054,2,3.0,3,484500,0.0
21055,2,3.0,3,792800,15800.0
21056,1,9.0,3,235200,48100.0
21057,1,9.0,4,277800,0.0
21058,1,9.0,3,862600,15700.0
21059,1,3.0,4,1500400,73600.0
21060,1,3.0,3,1530200,0.0
21061,1,4.0,4,2026600,400900.0
21062,1,3.0,5,11000,0.0
21063,2,3.0,4,817800,17000.0
21064,1,4.0,5,31492300,453400.0
21065,2,3.0,3,1117700,0.0
21066,2,3.0,3,756100,0.0
21067,2,3.0,3,12600,14000.0
21068,1,3.0,3,287000,0.0
21069,2,3.0,3,120000,11500.0
21070,2,3.0,5,7100,7000.0
21071,2,9.0,4,16400,0.0
21072,2,3.0,4,63900,1700.0
21073,1,3.0,4,1495100,75200.0
21074,1,9.0,4,146700,1000.0
21075,1,3.0,3,385200,2500.0
21076,1,3.0,4,383300,13500.0
21077,2,3.0,4,1038000,22500.0
21078,1,4.0,4,7432000,82300.0
21079,2,9.0,3,460700,87200.0
21080,2,9.0,3,140200,10200.0
21081,2,3.0,4,162400,34600.0
21082,1,9.0,3,1052700,52000.0
21083,1,9.0,4,197600,12100.0
21084,2,9.0,4,425700,3400.0
21085,1,9.0,5,320000,15700.0
21086,1,9.0,4,1112500,18000.0
21087,1,3.0,5,76400,0.0
21088,2,9.0,4,1431200,300.0
21089,1,3.0,3,340400,0.0
21090,2,3.0,3,27700,0.0
21091,1,9.0,3,265800,0.0
21092,2,9.0,5,261800,0.0
21093,2,3.0,3,36800,0.0
21094,2,9.0,4,488600,5300.0
21095,2,9.0,4,2000,0.0
21096,2,9.0,4,235400,38500.0
21097,1,9.0,4,139800,8200.0
21098,2,3.0,4,90400,34200.0
21099,2,3.0,4,667200,5800.0
21100,1,9.0,5,90000,23400.0
21101,2,4.0,5,300000,0.0
21102,1,3.0,4,1064800,0.0
21103,1,4.0,4,5887400,58000.0
21104,2,3.0,3,830500,40800.0
21105,2,3.0,5,827900,39600.0
21106,2,9.0,3,1034100,29700.0
21107,2,9.0,4,216100,0.0
21108,1,3.0,5,3700,0.0
21109,1,9.0,4,556200,15200.0
21110,2,9.0,5,62600,0.0
21111,2,3.0,3,66300,0.0
21112,2,3.0,4,257800,22000.0
21113,2,3.0,3,8200,22900.0
21114,1,9.0,3,56700,0.0
21115,1,7.0,4,1112600,84300.0
21116,1,9.0,3,407800,3700.0
21117,1,3.0,4,244800,0.0
21118,1,9.0,3,119300,1300.0
21119,1,3.0,5,503200,0.0
21120,2,3.0,3,281800,29000.0
21121,2,9.0,4,2300,2900.0
21122,2,9.0,3,392800,32300.0
21123,2,1.0,5,309800,16700.0
21124,2,3.0,2,2444000,112200.0
21125,2,3.0,4,894200,177200.0
21126,1,3.0,3,89900,21600.0
21127,1,9.0,3,748900,16200.0
21128,2,9.0,3,681100,18300.0
21129,1,9.0,3,59800,2100.0
21130,2,3.0,3,485600,29600.0
21131,2,9.0,3,422900,52700.0
21132,1,3.0,5,110200,4000.0
21133,2,9.0,5,100,0.0
21134,1,9.0,4,65300,0.0
21135,2,9.0,4,197200,2500.0
21136,1,9.0,5,3994200,5500.0
21137,2,3.0,4,1807300,56300.0
21138,2,9.0,3,1081100,114500.0
21139,1,9.0,5,3051100,55500.0
21140,2,3.0,2,46500,11000.0
21141,1,3.0,4,189900,75000.0
21142,2,4.0,4,629700,90300.0
21143,1,7.0,3,129700,12800.0
21144,2,3.0,3,148000,0.0
21145,1,9.0,3,258000,47300.0
21146,1,9.0,4,1388100,40800.0
21147,1,1.0,3,372700,65000.0
21148,2,3.0,3,722200,9800.0
21149,2,3.0,4,31500,0.0
21150,2,3.0,3,335800,12500.0
21151,2,3.0,3,1363600,0.0
21152,1,9.0,2,83600,8300.0
21153,1,9.0,4,281100,53000.0
21154,1,9.0,3,151400,11200.0
21155,1,9.0,3,153100,1800.0
21156,2,9.0,4,922500,23000.0
21157,2,3.0,3,346500,31100.0
21158,2,3.0,4,109600,0.0
21159,2,3.0,3,115700,0.0
21160,1,3.0,3,700,0.0
21161,1,9.0,3,256200,0.0
21162,2,3.0,3,228900,6000.0
21163,2,3.0,4,246000,10800.0
21164,2,9.0,3,18000,8000.0
21165,1,3.0,4,151800,0.0
21166,1,9.0,3,101600,400.0
21167,1,9.0,5,850300,62700.0
21168,1,9.0,4,853000,101300.0
21169,1,7.0,4,1279600,21500.0
21170,1,3.0,4,145200,15000.0
21171,1,9.0,3,481000,1500.0
21172,1,3.0,3,142800,0.0
21173,2,3.0,4,60800,11000.0
21174,2,9.0,3,174000,16800.0
21175,1,3.0,4,23600,0.0
21176,1,3.0,3,1394400,73600.0
21177,2,9.0,4,118700,65700.0
21178,1,9.0,4,602400,16000.0
21179,2,9.0,3,111500,8500.0
21180,1,3.0,5,25800,0.0
21181,2,9.0,5,134500,0.0
21182,1,9.0,3,46100,1300.0
21183,1,3.0,4,278700,32000.0
21184,2,9.0,3,429600,0.0
21185,1,3.0,4,3774300,255100.0
21186,2,9.0,3,46700,0.0
21187,2,9.0,3,53300,0.0
21188,1,4.0,6,19450300,1061000.0
21189,2,4.0,4,555600,41200.0
21190,1,3.0,3,272000,19600.0
21191,2,3.0,3,1032700,22500.0
21192,2,9.0,4,306400,25600.0
21193,1,9.0,5,81000,4900.0
21194,2,9.0,4,1062500,118200.0
21195,2,9.0,4,50000,1500.0
21196,1,3.0,3,142200,0.0
21197,1,3.0,4,503600,13200.0
21198,1,9.0,3,38900,6700.0
21199,2,4.0,6,4579600,93100.0
21200,1,3.0,3,73600,0.0
21201,1,9.0,4,46500,2500.0
21202,1,3.0,3,554400,13100.0
21203,1,9.0,3,464300,34900.0
21204,2,9.0,4,58800,10500.0
21205,2,3.0,5,785600,6700.0
21206,1,3.0,5,8127000,276200.0
21207,2,9.0,4,624700,3300.0
21208,1,9.0,3,291400,7500.0
21209,2,9.0,3,108500,2800.0
21210,2,5.0,3,72000,11000.0
21211,1,1.0,4,699300,10300.0
21212,1,9.0,4,173900,12500.0
21213,1,3.0,3,1198900,42300.0
21214,2,3.0,3,373100,14900.0
21215,2,3.0,3,109300,5700.0
21216,1,3.0,4,253100,11200.0
21217,1,9.0,3,684000,62800.0
21218,1,3.0,5,3301600,52000.0
21219,2,3.0,4,1500,0.0
21220,2,3.0,5,3252000,81400.0
21221,2,3.0,3,582000,12400.0
21222,2,9.0,4,1397800,163700.0
21223,1,9.0,3,77000,23400.0
21224,1,9.0,5,1664600,0.0
21225,1,9.0,3,46600,700.0
21226,2,3.0,3,440000,4000.0
21227,2,9.0,5,619100,0.0
21228,1,3.0,4,4592300,19800.0
21229,2,3.0,2,8026800,127500.0
21230,1,9.0,4,196000,31500.0
21231,1,3.0,3,84400,64000.0
21232,1,2.0,3,6618900,104600.0
21233,1,3.0,3,148500,0.0
21234,1,3.0,4,350200,0.0
21235,1,9.0,4,499600,31700.0
21236,1,3.0,4,537700,80600.0
21237,2,3.0,4,1114400,250500.0
21238,1,9.0,3,778100,0.0
21239,1,9.0,3,6088000,584200.0
21240,2,9.0,3,38100,0.0
21241,2,9.0,4,180400,2900.0
21242,1,3.0,3,1290200,33200.0
21243,2,6.0,2,738000,2500.0
21244,1,4.0,5,18552700,629000.0
21245,1,3.0,3,193300,0.0
21246,2,3.0,4,723100,28900.0
21247,1,9.0,5,51400,1000.0
21248,2,4.0,5,3374600,114300.0
21249,2,9.0,3,161100,0.0
21250,1,3.0,4,63200,0.0
21251,2,3.0,3,372600,500.0
21252,2,3.0,3,170500,18700.0
21253,1,9.0,6,1144300,20000.0
21254,2,3.0,5,1149000,9000.0
21255,1,9.0,4,76400,17900.0
21256,1,9.0,3,368400,13000.0
21257,2,3.0,4,888800,49400.0
21258,2,9.0,3,448200,22600.0
21259,2,9.0,3,2632900,238900.0
21260,1,9.0,3,1800,3000.0
21261,1,9.0,4,1982200,14300.0
21262,1,3.0,4,323300,6600.0
21263,2,3.0,3,113000,3000.0
21264,1,9.0,3,115800,11000.0
21265,1,9.0,3,99000,0.0
21266,2,9.0,3,660500,57300.0
21267,2,3.0,4,232800,21300.0
21268,2,9.0,4,1562800,0.0
21269,2,9.0,3,540800,34200.0
21270,1,9.0,5,425700,96900.0
21271,2,3.0,3,250200,0.0
21272,2,9.0,3,622800,0.0
21273,1,3.0,4,1479600,76300.0
21274,1,3.0,4,5400,0.0
21275,2,6.0,3,426700,60900.0
21276,1,9.0,3,89000,2000.0
21277,2,3.0,3,592500,0.0
21278,1,9.0,3,404800,16500.0
21279,1,9.0,3,7100,4500.0
21280,2,3.0,3,451900,36800.0
21281,2,3.0,4,1111600,143900.0
21282,1,9.0,5,363500,13300.0
21283,1,9.0,3,244400,46700.0
21284,1,9.0,4,520700,48700.0
21285,2,9.0,3,952000,0.0
21286,2,9.0,4,57300,20600.0
21287,2,9.0,4,979400,44700.0
21288,1,4.0,5,989700,119200.0
21289,1,3.0,3,112000,2400.0
21290,2,7.0,5,126100,1000.0
21291,2,1.0,3,1555500,17600.0
21292,1,9.0,3,1685100,107400.0
21293,2,3.0,4,10600,0.0
21294,1,9.0,4,20600,4400.0
21295,1,3.0,3,185000,0.0
21296,1,9.0,3,1058100,64000.0
21297,2,9.0,3,1308300,0.0
21298,1,9.0,4,682100,18700.0
21299,2,9.0,3,224300,25200.0
21300,1,9.0,3,207800,0.0
21301,2,9.0,4,52700,0.0
21302,1,1.0,3,933800,161100.0
21303,1,9.0,3,231600,0.0
21304,2,3.0,4,373800,13800.0
21305,1,3.0,4,52500,18000.0
21306,2,9.0,4,167000,9900.0
21307,1,3.0,3,99800,0.0
21308,1,9.0,3,26300,5000.0
21309,2,9.0,3,63900,0.0
21310,1,3.0,4,13100,3000.0
21311,1,3.0,3,233800,2900.0
21312,2,9.0,3,9656700,165700.0
21313,1,7.0,4,161700,45000.0
21314,1,9.0,5,1747700,16400.0
21315,2,3.0,3,289400,0.0
21316,2,7.0,3,1104400,78900.0
21317,2,3.0,2,335200,11000.0
21318,1,9.0,3,639600,37500.0
21319,2,7.0,3,265800,0.0
21320,1,9.0,2,178400,33500.0
21321,2,9.0,3,249100,36200.0
21322,2,3.0,4,21900,6000.0
21323,1,3.0,3,3632100,17900.0
21324,1,3.0,4,1066900,14600.0
21325,2,3.0,3,150400,0.0
21326,1,3.0,3,66700,0.0
21327,2,3.0,3,494700,19200.0
21328,2,2.0,5,420600,37900.0
21329,2,3.0,4,66400,0.0
21330,1,3.0,4,1029500,3600.0
21331,1,2.0,3,247100,26700.0
21332,1,1.0,4,202600,0.0
21333,1,3.0,4,2215200,23300.0
21334,1,9.0,3,1960300,234000.0
21335,1,9.0,4,105500,7300.0
21336,2,3.0,3,157400,4300.0
21337,2,3.0,4,185500,0.0
21338,2,9.0,3,127600,22700.0
21339,2,9.0,3,212600,600.0
21340,2,9.0,3,80100,4700.0
21341,1,3.0,4,39300,24000.0
21342,2,3.0,3,547000,41000.0
21343,2,9.0,4,397600,52200.0
21344,2,9.0,3,118900,2400.0
21345,1,9.0,3,53800,5800.0
21346,1,3.0,4,870800,800.0
21347,2,3.0,3,954600,21300.0
21348,2,3.0,4,29300,22000.0
